,equity
2024-12-19,800.6795855597054
2024-12-20,814.0305595184911
2024-12-21,799.9926612171507
2024-12-22,792.7275633831055
2024-12-23,808.8111436549821
2024-12-24,816.4793660753307
2024-12-25,812.1175366885495
2024-12-26,795.2262385665417
2024-12-27,792.5696748599752
2024-12-28,798.4929513008722
2024-12-29,785.8246328952039
2024-12-30,782.5531254203773
2024-12-31,783.4158895501675
2025-01-01,809.8626880442175
2025-01-02,815.2846673283619
2025-01-03,819.55517876707
2025-01-04,816.3248802426805
2025-01-05,814.1299371885791
2025-01-06,818.3885677999264
2025-01-07,794.7699664558735
2025-01-08,803.4096232705585
2025-01-09,797.2706201515748
2025-01-10,802.8259253583277
2025-01-11,824.127214402317
2025-01-12,816.85802979389
2025-01-13,818.927927406343
2025-01-14,828.7113958327081
2025-01-15,868.7060511963018
2025-01-16,877.7293911088773
2025-01-17,884.4365657429128
2025-01-18,881.2425254194982
2025-01-19,845.3618466077942
2025-01-20,858.6449158777111
2025-01-21,864.8353442597236
2025-01-22,865.3087825053897
2025-01-23,859.931238658389
2025-01-24,858.1357464436928
2025-01-25,858.8861013990883
2025-01-26,851.1056351354046
2025-01-27,848.7202957568612
2025-01-28,848.8989516986221
2025-01-29,849.5473257448941
2025-01-30,851.0923638960749
2025-01-31,842.856265196704
2025-02-01,831.3400198331431
2025-02-02,812.9087175603408
2025-02-03,821.3046833476144
2025-02-04,811.0473120673357
2025-02-05,801.6081744978754
2025-02-06,803.3815945050933
2025-02-07,803.5485979530945
2025-02-08,800.7286847231302
2025-02-09,801.856101639964
2025-02-10,800.3201366425432
2025-02-11,799.7698370377072
2025-02-12,791.4839264711453
2025-02-13,792.0394807574997
2025-02-14,789.5822054977452
2025-02-15,791.9523387313369
2025-02-16,794.0856492783281
2025-02-17,792.5743349590314
2025-02-18,796.2584936656131
2025-02-19,791.9003588850563
2025-02-20,789.3572603783963
2025-02-21,793.8882238363076
2025-02-22,793.3399017735917
2025-02-23,792.6810365214159
2025-02-24,808.4234331739862
2025-02-25,804.8956366734526
2025-02-26,810.8288778951849
2025-02-27,811.0784787746859
2025-02-28,811.6914514600493
2025-03-01,811.3755735224705
2025-03-02,783.1838595801903
2025-03-03,800.7921172166481
2025-03-04,796.9003527128012
2025-03-05,794.0141489991402
2025-03-06,791.6769751251165
2025-03-07,794.1395717402027
2025-03-08,795.0953462007009
2025-03-09,807.427864297743
2025-03-10,815.7697027725155
2025-03-11,806.9903541272599
2025-03-12,804.0287063593747
2025-03-13,804.846460591459
2025-03-14,799.5932427859667
2025-03-15,794.4240443062826
2025-03-16,799.0624082758624
2025-03-17,793.9583694656151
2025-03-18,795.4942091248714
2025-03-19,787.859435096675
2025-03-20,791.2553458485551
2025-03-21,792.3711643154927
2025-03-22,790.8280124988192
2025-03-23,789.1325367901243
2025-03-24,787.3154448185003
2025-03-25,785.785630905826
2025-03-26,783.8047915558602
2025-03-27,784.720146571612
2025-03-28,789.4579454866993
2025-03-29,792.2496362243305
2025-03-30,793.1836565783844
2025-03-31,791.6658718602023
2025-04-01,787.175149528261
2025-04-02,796.2174307694002
2025-04-03,795.3052748120567
2025-04-04,793.3617552178249
2025-04-05,794.7707286868035
2025-04-06,809.525344972767
2025-04-07,807.6061759414214
2025-04-08,810.9441942036333
2025-04-09,797.6192074362418
2025-04-10,803.1648216666878
2025-04-11,797.708620465273
2025-04-12,789.7418453682869
2025-04-13,794.0002124164625
2025-04-14,793.6565045215974
2025-04-15,796.8878188703048
2025-04-16,794.8676254282561
2025-04-17,793.2253430281415
2025-04-18,792.7710425932117
2025-04-19,791.2243129464316
2025-04-20,791.3656714932546
2025-04-21,791.0193776771905
2025-04-22,781.0118726908379
2025-04-23,778.7336951773847
2025-04-24,779.9298428606879
2025-04-25,779.7549300853095
2025-04-26,780.6981880756298
2025-04-27,780.4015757295888
2025-04-28,782.216445859962
2025-04-29,780.1270823140678
2025-04-30,776.4834824668875
2025-05-01,779.4514003175289
2025-05-02,777.7031377799976
2025-05-03,774.4997741540079
2025-05-04,765.8926361552143
2025-05-05,766.1918495762242
2025-05-06,764.9655386710511
2025-05-07,763.6001517470753
2025-05-08,789.1768011904516
2025-05-09,803.4794935599556
2025-05-10,821.6711066171408
2025-05-11,811.1016770669901
2025-05-12,815.95688295109
2025-05-13,828.0761519390903
2025-05-14,818.3059134179383
2025-05-15,805.3240124005674
2025-05-16,802.2598633346122
2025-05-17,796.1082725816574
2025-05-18,805.3993582773873
2025-05-19,801.6494330977505
2025-05-20,801.4996894785553
2025-05-21,811.1597612074164
2025-05-22,823.3155317409072
2025-05-23,802.3934724769282
2025-05-24,805.0071805763923
2025-05-25,807.361056295361
2025-05-26,807.5357253627452
2025-05-27,814.0999817799693
2025-05-28,809.8602610623461
2025-05-29,801.2905523576892
2025-05-30,789.0791804620388
2025-05-31,786.5294033066936
2025-06-01,787.2495834914776
2025-06-02,788.4149345866952
2025-06-03,785.3556678481447
2025-06-04,785.8264552395593
2025-06-05,778.184157367314
2025-06-06,779.8777434983296
2025-06-07,782.1166581052605
2025-06-08,779.4562287776519
2025-06-09,783.6608639613258
2025-06-10,788.53817000009
2025-06-11,786.3461004790505
2025-06-12,783.4467333334661
2025-06-13,783.6904581122552
2025-06-14,784.3938560621883
2025-06-15,780.9058882213698
2025-06-16,780.2459500902772
2025-06-17,784.3994654467862
2025-06-18,782.2360567517692
2025-06-19,782.3294600784823
2025-06-20,785.5112966234643
2025-06-21,788.0056989385732
2025-06-22,790.6604030342844
2025-06-23,777.8511943070663
2025-06-24,774.716529116427
2025-06-25,777.147825701413
2025-06-26,779.4614393546152
2025-06-27,777.1015798752057
2025-06-28,772.170469606097
2025-06-29,769.3642824768142
2025-06-30,768.7429196214533
2025-07-01,771.9946000169117
2025-07-02,764.571557260709
2025-07-03,764.4957588319115
2025-07-04,762.910534745427
2025-07-05,763.2644620894529
2025-07-06,765.3338222624552
2025-07-07,765.8515938828928
2025-07-08,765.6855485572213
2025-07-09,768.4599946808538
2025-07-10,775.9786881634349
2025-07-11,781.2003507372067
2025-07-12,780.3503917610394
2025-07-13,784.1837705596691
2025-07-14,787.3442643028721
2025-07-15,789.0161534063143
2025-07-16,799.3189316495996
2025-07-17,813.7961080566281
2025-07-18,814.9818019855685
2025-07-19,816.5891728415824
2025-07-20,824.3082828712388
2025-07-21,828.1819485754951
2025-07-22,831.4593381412336
2025-07-23,818.7457032629849
2025-07-24,813.04315257203
2025-07-25,810.8040246554805
2025-07-26,812.376123663867
2025-07-27,829.1334920142768
2025-07-28,816.1234485897062
2025-07-29,810.7282159146866
2025-07-30,807.393310221825
2025-07-31,801.7878081400519
2025-08-01,792.1196069861008
2025-08-02,782.4085226296664
2025-08-03,790.9262736429948
2025-08-04,800.959663546504
2025-08-05,791.5033241739318
2025-08-06,794.561956919833
2025-08-07,810.5136971114923
2025-08-08,815.0205381811058
2025-08-09,825.4760760847636
2025-08-10,827.5249799940325
2025-08-11,819.6318298654674
2025-08-12,847.7209021230917
2025-08-13,859.9719644820511
2025-08-14,845.647238030674
2025-08-15,839.1995962173824
2025-08-16,843.0339954435879
2025-08-17,855.2307243205862
2025-08-18,846.5383246125637
2025-08-19,823.1045239684041
2025-08-20,848.6294524151785
2025-08-21,832.6388713682417
2025-08-22,867.7580805845439
2025-08-23,861.3324989150351
2025-08-24,860.3237366382621
2025-08-25,835.8738701022667
2025-08-26,847.8907100981118
2025-08-27,845.1042925235115
2025-08-28,854.4881316137024
2025-08-29,844.1123145305296
2025-08-30,843.6649665621646
2025-08-31,842.1014780267163
2025-09-01,836.0887726392879
2025-09-02,842.8970272810503
2025-09-03,846.7462096852366
2025-09-04,836.1294362419721
2025-09-05,838.4456240733797
2025-09-06,838.0482920970757
2025-09-07,843.9139329343539
2025-09-08,847.0701649635945
2025-09-09,848.551072876396
2025-09-10,854.997374786688
2025-09-11,861.2924676727688
2025-09-12,876.0729051503581
2025-09-13,876.7894415395011
2025-09-14,869.8768302083758
2025-09-15,862.6393390937924
2025-09-16,870.6575976089078
2025-09-17,884.1184096938225
2025-09-18,885.14312893417
2025-09-19,875.1298701256545
2025-09-20,884.9761665087188
2025-09-21,882.7395179045501
2025-09-22,858.3943642079416
2025-09-23,859.600632669607
2025-09-24,854.9021190410704
2025-09-25,838.1403695662937
2025-09-26,843.7693344230461
