,equity
2025-03-25,841.7621454549134
2025-03-26,840.3299200501061
2025-03-27,841.0864636469154
2025-03-28,847.750623872901
2025-03-29,851.8048770668685
2025-03-30,853.1114641433003
2025-03-31,851.4066525497383
2025-04-01,845.6948596275671
2025-04-02,857.4450135176439
2025-04-03,856.1742173060555
2025-04-04,853.4163615605365
2025-04-05,855.4052860896098
2025-04-06,876.1375953662505
2025-04-07,872.5316017128057
2025-04-08,877.2016568321529
2025-04-09,858.4634702087949
2025-04-10,866.0274303232123
2025-04-11,858.7484205187258
2025-04-12,848.1745707063221
2025-04-13,854.1727045621019
2025-04-14,853.7042538783485
2025-04-15,858.257438520496
2025-04-16,855.6214464938885
2025-04-17,853.177870521646
2025-04-18,852.5025204655192
2025-04-19,850.5148536197329
2025-04-20,850.6234773308637
2025-04-21,850.1788910539351
2025-04-22,836.7754939600268
2025-04-23,833.5669395363667
2025-04-24,835.0716143615623
2025-04-25,834.9395718834279
2025-04-26,835.8317024813555
2025-04-27,835.6084397091496
2025-04-28,837.1624254996198
2025-04-29,834.5261617722618
2025-04-30,830.2359621795384
2025-05-01,833.2059085751158
2025-05-02,831.3727002227572
2025-05-03,827.8688585637999
2025-05-04,818.4479797691562
2025-05-05,818.8771146820004
2025-05-06,817.5374273641606
2025-05-07,816.0227809505659
2025-05-08,849.1135685936663
2025-05-09,868.4288334296693
